age,hours_per_day,while_working,bpm,frequency_classical,frequency_edm,frequency_folk,frequency_hip_hop,frequency_latin,frequency_lofi,frequency_metal,frequency_pop,frequency_r&b,frequency_rock,frequency_video_game_music,anxiety,depression,insomnia,ocd,hour,minute,primary_streaming_service,fav_genre,age_bin,hours_per_day_bin,date,music_effects
20,1.0,1,100.0,3,2,2,3,1,2,2,4,2,2,4,8.0,9.0,6.0,5.0,10,53,youtube music,pop,16-20,0-1,2022-10-03,1
30,1.0,1,115.0,3,2,2,2,1,3,3,4,2,4,3,9.0,7.0,8.0,4.0,11,30,youtube music,rock,26-30,0-1,2022-10-03,3
37,2.0,1,186.0,3,1,3,2,1,1,2,3,2,3,3,6.0,4.0,5.0,0.0,13,1,spotify,folk,36-40,1-2,2022-10-03,3
44,1.5,0,99.0,2,1,4,3,1,1,1,2,2,3,1,8.0,5.0,9.0,4.0,13,47,youtube music,folk,41-45,1-2,2022-10-03,3
21,2.0,1,150.0,1,2,1,1,1,1,4,2,1,4,2,3.0,7.0,0.0,0.0,15,38,spotify,metal,21-25,1-2,2022-10-03,3
19,4.0,1,149.0,3,1,2,1,1,3,1,4,1,1,1,9.0,1.0,0.0,9.0,16,43,spotify,pop,16-20,3-4,2022-10-03,3
23,1.0,1,100.0,2,3,3,3,1,3,3,4,3,4,4,8.0,6.0,1.0,4.0,20,3,spotify,rock,21-25,0-1,2022-10-03,3
26,1.0,0,120.0,3,3,2,2,1,1,2,3,1,3,2,4.0,1.0,1.0,6.0,0,48,spotify,country,26-30,0-1,2022-10-04,3
18,3.0,1,140.0,3,1,1,2,1,2,2,2,2,3,4,6.0,5.0,3.0,1.0,4,50,spotify,video game music,16-20,2-3,2022-10-04,2
35,4.0,1,90.0,3,2,3,4,3,4,2,4,4,3,4,7.0,8.0,6.0,5.0,8,12,spotify,hip hop,31-35,3-4,2022-10-04,3
16,8.0,1,120.0,4,2,3,1,2,2,2,3,2,4,3,8.0,9.0,5.0,10.0,8,53,spotify,rock,16-20,7-8,2022-10-04,3
19,5.0,1,100.0,1,4,1,2,1,1,4,2,1,4,3,8.0,6.0,7.0,0.0,14,50,spotify,metal,16-20,4-5,2022-10-04,3
23,3.0,1,100.0,1,1,2,1,1,2,1,3,2,4,1,10.0,5.0,2.0,0.0,19,33,i do not use a streaming service.,rock,21-25,2-3,2022-10-04,3
17,8.0,1,95.0,2,4,1,3,1,4,1,4,1,2,4,5.0,2.0,4.0,7.0,19,43,youtube music,pop,16-20,7-8,2022-10-04,2
29,1.0,0,163.0,3,1,3,3,2,1,2,3,2,4,1,9.0,3.0,2.0,0.0,8,58,apple music,country,26-30,0-1,2022-10-05,2
21,4.0,1,97.0,2,1,3,2,1,1,1,3,3,3,1,4.0,6.0,3.0,4.0,12,30,spotify,pop,21-25,3-4,2022-10-05,3
17,1.0,0,137.0,3,1,2,2,3,2,4,3,1,4,2,9.0,8.0,4.0,0.0,3,35,spotify,metal,16-20,0-1,2022-10-06,3
23,2.0,0,100.0,2,2,2,3,2,2,1,3,3,4,1,5.0,7.0,10.0,2.0,9,17,spotify,rock,21-25,1-2,2022-10-06,2
17,1.0,1,70.0,2,2,3,1,4,4,4,3,1,4,4,8.0,3.0,9.0,2.0,22,15,spotify,metal,16-20,0-1,2022-10-09,2
22,3.0,1,150.0,2,3,3,2,2,2,3,4,2,3,4,10.0,10.0,6.0,8.0,15,46,spotify,video game music,21-25,2-3,2022-10-11,3
17,5.0,1,168.0,2,4,1,4,1,3,2,4,4,2,2,7.0,7.0,5.0,5.0,18,1,spotify,hip hop,16-20,4-5,2022-10-14,3
19,5.0,1,163.0,4,2,1,2,3,4,2,4,2,3,2,10.0,8.0,1.0,0.0,20,42,spotify,pop,16-20,4-5,2022-10-14,3
19,4.0,1,140.0,3,3,1,3,2,3,3,4,3,3,3,8.0,6.0,2.0,0.0,14,0,spotify,pop,16-20,3-4,2022-10-15,3
16,6.0,1,105.0,2,3,2,3,4,2,1,4,4,1,1,10.0,7.0,6.0,10.0,15,20,spotify,pop,16-20,5-6,2022-10-22,3
19,6.0,1,78.0,2,2,1,3,2,3,1,4,2,2,3,6.0,6.0,8.0,0.0,20,50,spotify,pop,16-20,5-6,2022-10-23,3
13,1.0,1,128.0,2,1,2,4,2,4,4,4,1,3,4,10.0,10.0,8.0,4.0,19,45,spotify,video game music,11-15,0-1,2022-10-26,1
18,2.0,1,90.0,3,4,1,3,1,3,3,2,3,3,3,9.0,8.0,5.0,10.0,7,24,apple music,edm,16-20,1-2,2022-10-30,3
26,1.0,1,136.0,3,3,4,1,1,2,4,2,1,1,2,0.0,0.0,0.0,0.0,13,13,youtube music,metal,26-30,0-1,2022-10-30,3
14,7.0,1,108.0,2,3,3,3,1,2,3,4,3,4,2,7.0,3.0,1.0,2.0,13,15,other streaming service,country,11-15,6-7,2022-10-30,3
21,0.5,0,95.0,1,3,1,3,1,4,1,4,3,4,1,6.0,2.0,2.0,0.0,14,37,i do not use a streaming service.,pop,21-25,0-1,2022-10-30,3
21,2.0,1,147.0,3,3,2,1,1,3,2,3,4,3,3,7.0,6.0,4.0,6.0,22,26,spotify,r&b,21-25,1-2,2022-11-01,3
17,2.0,1,120.0,4,1,3,3,3,2,2,4,1,4,1,7.0,6.0,0.0,9.0,23,24,spotify,rock,16-20,1-2,2022-11-03,3
18,1.0,1,160.0,2,1,1,1,1,2,1,4,1,3,3,3.0,2.0,2.0,5.0,17,31,spotify,pop,16-20,0-1,2022-11-04,3
19,6.0,1,120.0,2,3,2,4,2,3,2,3,3,2,2,2.0,2.0,2.0,2.0,1,55,other streaming service,rap,16-20,5-6,2022-11-09,3
