age,hours_per_day,while_working,bpm,frequency_classical,frequency_edm,frequency_folk,frequency_hip_hop,frequency_latin,frequency_lofi,frequency_metal,frequency_pop,frequency_r&b,frequency_rock,frequency_video_game_music,anxiety,depression,insomnia,ocd,hour,minute,primary_streaming_service,fav_genre,age_bin,hours_per_day_bin,date,music_effects
17,6.0,1,120.0,4,1,1,2,1,3,1,4,1,1,2,4.0,2.0,0.0,0.0,9,47,youtube music,classical,16-20,5-6,2022-08-29,3
16,3.0,1,100.0,2,4,1,4,1,2,3,4,2,4,4,4.0,2.0,0.0,0.0,9,47,spotify,edm,16-20,2-3,2022-08-29,3
18,0.5,0,66.0,2,1,3,1,1,1,1,3,2,4,1,5.0,3.0,1.0,0.0,9,52,youtube music,rock,16-20,0-1,2022-08-29,2
19,5.0,1,158.0,2,3,1,2,2,1,1,4,4,2,2,4.0,2.0,2.0,1.0,9,56,spotify,k pop,16-20,4-5,2022-08-29,3
15,2.0,0,105.0,4,1,4,4,1,4,3,2,4,3,4,4.0,0.0,6.0,5.0,10,23,youtube music,rap,11-15,1-2,2022-08-29,2
17,2.0,1,100.0,1,1,1,2,1,1,4,4,1,4,4,7.0,6.0,3.0,1.0,10,23,spotify,pop,16-20,1-2,2022-08-29,3
25,2.0,1,91.0,3,3,2,4,3,4,1,3,2,4,3,7.0,8.0,6.0,0.0,10,25,spotify,lofi,21-25,1-2,2022-08-29,3
24,1.5,1,171.0,3,4,2,3,2,4,4,4,3,4,4,3.0,4.0,1.0,1.0,10,41,other streaming service,video game music,21-25,1-2,2022-08-29,3
23,1.0,1,150.0,2,4,1,1,2,1,3,2,3,4,3,9.0,7.0,2.0,1.0,10,44,spotify,jazz,21-25,0-1,2022-08-29,3
16,10.0,1,180.0,2,4,3,2,1,2,2,4,3,3,3,10.0,9.0,3.0,2.0,10,45,spotify,edm,16-20,9-10,2022-08-29,3
25,2.0,1,100.0,2,2,2,2,2,2,4,3,2,4,3,9.0,9.0,7.0,3.0,11,2,youtube music,metal,21-25,1-2,2022-08-29,3
16,15.0,1,85.0,2,4,1,2,1,2,3,3,1,4,3,8.0,10.0,9.0,2.0,11,4,spotify,edm,16-20,14-15,2022-08-29,3
20,0.5,0,150.0,3,3,1,3,1,3,3,2,2,3,3,8.0,9.0,6.0,4.0,11,16,i do not use a streaming service.,metal,16-20,0-1,2022-08-29,3
17,3.0,1,104.0,1,2,1,3,1,1,4,1,2,4,1,5.0,6.0,9.0,9.0,11,41,spotify,metal,16-20,2-3,2022-08-29,3
29,2.0,1,100.0,1,1,1,1,1,1,4,3,1,4,1,9.0,3.0,7.0,2.0,11,56,i do not use a streaming service.,metal,26-30,1-2,2022-08-29,3
20,4.0,1,85.0,1,4,2,4,1,1,1,3,3,3,1,3.0,2.0,1.0,6.0,12,25,spotify,hip hop,16-20,3-4,2022-08-29,3
16,2.0,1,100.0,1,1,4,2,1,1,3,4,1,3,1,7.0,7.0,4.0,0.0,12,30,spotify,folk,16-20,1-2,2022-08-29,3
21,1.0,1,147.0,2,3,3,3,2,2,2,4,1,4,4,7.0,9.0,1.0,2.0,12,32,spotify,rock,21-25,0-1,2022-08-29,3
43,1.0,1,134.0,3,1,3,3,1,2,1,4,2,3,1,3.0,3.0,0.0,0.0,14,13,spotify,pop,41-45,0-1,2022-08-29,3
32,2.0,1,100.0,4,2,4,3,3,2,4,4,3,4,4,8.0,7.0,5.0,4.0,14,25,pandora,classical,31-35,1-2,2022-08-29,3
10,2.0,1,112.0,4,2,1,2,1,2,1,4,1,1,4,8.0,2.0,1.0,1.0,14,49,youtube music,pop,6-10,1-2,2022-08-29,3
27,3.0,1,200.0,2,3,1,3,2,3,4,3,2,4,4,4.0,0.0,0.0,0.0,14,53,spotify,metal,26-30,2-3,2022-08-29,3
24,3.0,1,75.0,4,1,1,2,3,2,3,2,1,1,1,9.0,6.0,1.0,1.0,15,5,spotify,classical,21-25,2-3,2022-08-29,3
18,2.0,1,100.0,2,2,1,4,3,1,1,3,4,1,1,10.0,7.0,2.0,0.0,15,18,spotify,hip hop,16-20,1-2,2022-08-29,3
17,7.0,1,140.0,1,1,1,1,1,3,1,4,1,4,3,8.0,7.0,7.0,4.0,15,20,apple music,rock,16-20,6-7,2022-08-29,3
19,6.0,1,111.0,3,1,1,1,1,1,4,2,1,4,3,1.0,0.0,0.0,0.0,16,5,spotify,metal,16-20,5-6,2022-08-29,3
16,3.0,1,150.0,3,3,1,2,1,2,3,3,3,4,3,5.0,7.0,1.0,4.0,16,7,youtube music,rock,16-20,2-3,2022-08-29,3
18,5.0,1,100.0,3,1,2,3,1,2,3,2,3,4,1,7.0,6.0,9.0,2.0,16,28,other streaming service,rock,16-20,4-5,2022-08-29,3
33,4.0,1,114.0,3,2,3,3,2,4,4,3,2,3,3,8.0,8.0,2.0,2.0,16,39,apple music,lofi,31-35,3-4,2022-08-29,3
32,3.0,1,93.0,4,3,3,1,2,1,4,2,1,4,2,2.0,2.0,8.0,0.0,17,4,i do not use a streaming service.,rock,31-35,2-3,2022-08-29,2
15,2.0,1,145.0,2,1,1,1,1,1,1,4,3,1,1,6.0,0.0,0.0,2.0,17,22,pandora,pop,11-15,1-2,2022-08-29,3
27,3.0,1,100.0,4,1,2,2,1,1,4,3,1,4,2,2.0,0.0,1.0,0.0,17,32,youtube music,metal,26-30,2-3,2022-08-29,3
20,2.0,1,114.0,2,1,3,1,1,1,2,3,2,4,3,6.0,2.0,6.0,7.0,17,36,i do not use a streaming service.,rock,16-20,1-2,2022-08-29,2
23,2.0,1,109.0,2,1,2,4,1,2,1,4,4,4,3,6.0,1.0,0.0,5.0,17,52,i do not use a streaming service.,pop,21-25,1-2,2022-08-29,3
19,3.0,0,100.0,4,1,2,3,1,1,2,3,1,4,3,7.0,6.0,4.0,0.0,17,58,apple music,classical,16-20,2-3,2022-08-29,3
12,2.0,1,100.0,4,1,1,1,1,2,1,2,1,1,1,0.0,0.0,3.0,0.0,18,0,youtube music,rock,11-15,1-2,2022-08-29,3
16,3.0,1,72.0,4,1,1,1,1,1,1,4,1,1,2,9.0,7.0,10.0,6.0,18,9,other streaming service,classical,16-20,2-3,2022-08-29,2
17,0.0,0,89.0,1,1,1,1,1,4,1,1,1,1,4,10.0,0.0,0.0,0.0,18,13,other streaming service,video game music,16-20,0-1,2022-08-29,2
14,1.0,1,140.0,2,4,2,3,2,3,2,4,3,3,3,6.0,6.0,3.0,0.0,18,22,spotify,pop,11-15,0-1,2022-08-29,3
32,2.0,1,84.0,2,4,2,2,1,3,4,3,2,3,4,4.0,3.0,1.0,6.0,18,47,spotify,metal,31-35,1-2,2022-08-29,3
20,2.0,1,132.0,1,1,1,2,1,1,1,1,1,2,2,6.0,2.0,2.0,1.0,18,56,spotify,pop,16-20,1-2,2022-08-29,2
54,6.0,1,100.0,4,1,1,3,2,1,2,3,3,2,1,2.0,2.0,3.0,2.0,18,57,i do not use a streaming service.,classical,51-55,5-6,2022-08-29,3
18,5.0,1,124.0,1,2,1,2,2,2,1,4,2,3,1,7.0,4.0,5.0,6.0,19,7,spotify,k pop,16-20,4-5,2022-08-29,3
14,2.0,1,181.0,4,1,1,2,1,2,3,3,1,4,2,7.0,5.0,3.0,2.0,19,8,spotify,classical,11-15,1-2,2022-08-29,3
13,4.0,1,126.0,4,3,2,1,1,1,2,4,1,3,3,8.0,5.0,10.0,3.0,19,44,other streaming service,classical,11-15,3-4,2022-08-29,3
19,8.0,1,109.0,1,1,2,1,1,1,2,2,1,3,2,7.0,5.0,6.0,5.0,20,3,apple music,country,16-20,7-8,2022-08-29,3
14,4.0,1,106.0,4,2,1,3,2,2,3,3,3,3,2,6.0,8.0,8.0,2.0,20,3,spotify,classical,11-15,3-4,2022-08-29,3
14,1.5,0,140.0,4,1,1,1,1,1,1,1,1,2,3,1.0,2.0,4.0,3.0,20,4,youtube music,classical,11-15,1-2,2022-08-29,3
18,2.0,1,170.0,4,3,1,4,4,3,2,3,3,2,3,3.0,2.0,0.0,2.0,20,12,apple music,rap,16-20,1-2,2022-08-29,3
15,5.0,1,87.0,2,1,4,3,1,3,1,1,1,2,2,6.0,7.0,7.0,4.0,20,18,spotify,folk,11-15,4-5,2022-08-29,3
24,6.0,1,100.0,4,3,1,1,1,1,1,1,1,2,1,6.0,7.0,2.0,0.0,20,22,youtube music,classical,21-25,5-6,2022-08-29,2
17,2.0,1,117.0,2,1,1,2,1,3,2,4,4,1,3,9.0,8.0,4.0,8.0,20,47,apple music,pop,16-20,1-2,2022-08-29,3
44,2.0,0,105.0,3,3,3,3,1,1,3,3,3,4,1,7.0,7.0,2.0,1.0,21,21,spotify,rock,41-45,1-2,2022-08-29,3
23,1.0,0,100.0,3,1,1,1,1,2,3,1,1,4,1,1.0,0.0,1.0,0.0,21,24,spotify,rock,21-25,0-1,2022-08-29,3
21,1.0,0,160.0,2,1,1,3,1,2,2,3,3,2,1,4.0,3.0,4.0,5.0,22,0,apple music,rap,21-25,0-1,2022-08-29,3
57,2.0,0,100.0,2,1,1,3,1,1,1,3,3,2,1,2.0,0.0,0.0,0.0,22,4,other streaming service,r&b,56-60,1-2,2022-08-29,3
23,2.0,1,141.0,2,1,4,2,1,4,4,4,1,4,4,0.0,5.0,7.0,0.0,22,52,spotify,rock,21-25,1-2,2022-08-29,2
18,1.0,1,105.0,3,1,1,1,3,2,1,4,1,1,4,8.0,7.0,7.0,0.0,23,20,spotify,pop,16-20,0-1,2022-08-29,3
26,14.0,1,158.0,3,2,4,4,2,4,2,3,4,4,2,5.0,10.0,8.0,0.0,23,36,spotify,hip hop,26-30,13-14,2022-08-29,2
13,3.0,1,80.0,4,1,1,1,1,1,1,1,1,1,1,8.0,7.0,9.0,2.0,0,0,youtube music,classical,11-15,2-3,2022-08-30,3
15,3.0,1,118.0,4,1,1,1,1,3,1,3,1,1,3,9.0,6.0,8.0,5.0,0,14,spotify,classical,11-15,2-3,2022-08-30,3
57,2.0,1,125.0,1,1,1,2,2,2,3,3,3,4,1,2.0,2.0,7.0,0.0,1,1,youtube music,rock,56-60,1-2,2022-08-30,2
12,0.5,1,109.0,4,1,1,1,1,2,1,3,1,1,1,7.0,8.0,6.0,2.0,5,16,spotify,classical,11-15,0-1,2022-08-30,3
26,6.0,1,156.0,1,4,1,1,1,1,1,2,2,1,2,10.0,10.0,8.0,2.0,6,5,spotify,edm,26-30,5-6,2022-08-30,2
17,1.0,1,105.0,1,1,2,1,1,1,2,2,2,3,2,8.0,5.0,2.0,3.0,6,10,spotify,country,16-20,0-1,2022-08-30,3
17,2.0,1,100.0,4,2,1,1,1,2,2,3,2,3,3,7.0,8.0,2.0,5.0,8,0,spotify,classical,16-20,1-2,2022-08-30,3
18,4.0,1,72.0,4,1,3,2,2,2,1,3,3,4,1,1.0,1.0,2.0,0.0,9,35,pandora,classical,16-20,3-4,2022-08-30,3
17,3.0,1,148.0,4,2,1,4,3,1,2,4,4,3,1,9.0,10.0,10.0,3.0,10,10,spotify,r&b,16-20,2-3,2022-08-30,2
32,12.0,1,200.0,1,3,2,3,1,3,1,2,3,1,1,9.0,4.0,4.0,4.0,11,5,spotify,jazz,31-35,11-12,2022-08-30,3
22,3.0,0,113.0,4,1,1,1,1,1,1,2,1,2,1,8.0,2.0,4.0,0.0,11,12,youtube music,classical,21-25,2-3,2022-08-30,2
38,1.0,0,191.0,2,1,3,1,1,1,4,1,1,3,2,1.0,1.0,5.0,1.0,12,3,spotify,metal,36-40,0-1,2022-08-30,3
18,10.0,1,140.0,1,4,3,3,1,3,1,4,4,1,1,10.0,9.0,9.0,0.0,13,7,youtube music,edm,16-20,9-10,2022-08-30,3
14,5.0,1,100.0,4,2,2,2,2,3,1,3,3,2,4,3.0,0.0,2.0,3.0,14,25,spotify,classical,11-15,4-5,2022-08-30,3
14,0.5,1,173.0,4,1,2,1,2,1,1,4,1,1,4,4.0,0.0,4.0,0.0,14,43,other streaming service,video game music,11-15,0-1,2022-08-30,3
19,5.0,1,180.0,2,2,2,2,2,3,4,3,2,4,3,2.0,3.0,5.0,2.0,16,4,spotify,metal,16-20,4-5,2022-08-30,3
20,3.0,1,100.0,4,2,3,2,2,1,2,3,3,2,2,2.0,3.0,3.0,0.0,16,43,youtube music,classical,16-20,2-3,2022-08-30,3
18,2.0,0,123.0,1,1,2,2,1,1,3,4,1,3,3,8.0,4.0,3.0,0.0,16,47,spotify,rock,16-20,1-2,2022-08-30,3
30,13.0,1,145.0,3,2,3,3,4,2,2,4,4,4,3,10.0,10.0,10.0,7.0,17,33,spotify,k pop,26-30,12-13,2022-08-30,3
31,4.0,1,55.0,4,1,2,1,1,2,2,1,1,3,3,8.0,8.0,9.0,3.0,17,43,i do not use a streaming service.,classical,31-35,3-4,2022-08-30,3
18,6.0,1,77.0,1,1,1,1,3,1,1,2,4,4,1,0.0,1.0,0.0,2.0,18,15,spotify,rock,16-20,5-6,2022-08-30,3
18,3.0,1,100.0,3,2,3,3,4,1,2,3,4,3,1,5.0,4.0,0.0,1.0,1,39,pandora,r&b,16-20,2-3,2022-08-31,3
16,4.0,1,150.0,2,3,3,4,2,3,2,4,2,2,2,7.5,5.0,7.0,8.5,5,45,spotify,pop,16-20,3-4,2022-08-31,3
19,3.0,0,73.0,2,3,1,3,1,2,1,3,2,3,3,3.0,3.0,0.0,0.0,6,36,youtube music,rap,16-20,2-3,2022-08-31,3
16,2.0,1,155.0,4,1,2,2,1,2,1,4,1,2,2,7.0,5.0,3.0,1.0,8,4,spotify,classical,16-20,1-2,2022-08-31,3
12,2.0,1,100.0,4,1,1,3,1,1,1,3,1,3,1,8.0,0.0,1.0,6.0,8,35,spotify,classical,11-15,1-2,2022-08-31,3
39,1.0,1,89.0,1,2,3,4,2,3,3,4,3,4,1,6.0,4.0,1.0,1.0,9,42,spotify,hip hop,36-40,0-1,2022-08-31,3
15,6.0,1,110.0,3,2,3,2,3,3,2,4,3,4,1,8.0,8.0,7.0,10.0,12,53,spotify,k pop,11-15,5-6,2022-08-31,2
14,9.0,1,140.0,4,2,2,3,2,3,2,4,4,2,2,10.0,8.0,9.0,5.0,13,20,spotify,r&b,11-15,8-9,2022-08-31,3
21,1.0,0,135.0,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,2.0,0.0,14,28,spotify,country,21-25,0-1,2022-08-31,3
38,1.0,1,125.0,2,1,1,2,2,1,2,3,2,2,4,5.0,5.0,7.0,1.0,15,48,apple music,video game music,36-40,0-1,2022-08-31,1
23,0.5,0,110.0,3,2,2,4,2,3,2,3,3,2,3,7.0,7.0,6.0,5.0,16,47,spotify,hip hop,21-25,0-1,2022-08-31,3
16,1.0,0,140.0,1,4,1,3,1,3,3,2,2,3,3,7.0,4.0,6.0,3.0,18,56,other streaming service,edm,16-20,0-1,2022-08-31,3
21,1.5,1,105.0,1,1,4,1,1,1,1,1,1,3,1,3.0,3.0,1.0,0.0,18,56,apple music,folk,21-25,1-2,2022-08-31,3
13,6.0,1,112.0,1,1,1,4,1,2,1,2,1,1,1,4.0,0.0,0.0,2.0,20,40,spotify,rap,11-15,5-6,2022-08-31,1
16,4.0,1,96.0,2,3,3,3,1,4,4,4,1,4,3,3.0,0.0,6.0,9.0,21,4,spotify,rock,16-20,3-4,2022-08-31,3
18,6.0,1,100.0,3,2,4,3,1,4,4,3,2,4,4,5.0,1.0,6.0,0.0,23,9,spotify,rock,16-20,5-6,2022-08-31,3
21,4.0,1,155.0,1,4,1,1,1,2,3,1,1,4,4,10.0,6.0,8.0,0.0,1,16,spotify,metal,21-25,3-4,2022-09-01,3
17,1.5,1,174.0,4,1,2,1,1,3,1,4,2,1,1,7.0,5.0,1.0,2.0,2,32,spotify,classical,16-20,1-2,2022-09-01,2
24,2.0,1,93.0,2,1,4,3,2,3,1,2,2,4,1,7.0,7.0,0.0,4.0,3,38,apple music,rock,21-25,1-2,2022-09-01,2
14,2.0,1,78.0,2,1,3,3,4,2,2,4,3,2,1,6.0,0.0,0.0,0.0,5,1,apple music,rock,11-15,1-2,2022-09-01,3
25,4.0,1,100.0,3,2,4,3,2,3,3,3,2,4,4,6.0,2.0,3.0,2.0,5,20,spotify,rock,21-25,3-4,2022-09-01,3
22,3.0,1,174.0,2,3,2,2,2,4,2,2,2,2,2,7.0,6.0,7.0,9.0,9,25,spotify,lofi,21-25,2-3,2022-09-01,3
20,4.0,1,120.0,2,3,1,2,2,2,3,4,2,4,2,5.0,7.0,7.0,0.0,12,4,i do not use a streaming service.,rock,16-20,3-4,2022-09-01,2
23,2.0,1,75.0,3,2,3,4,1,1,1,4,4,3,3,7.0,6.0,4.0,3.0,13,13,spotify,pop,21-25,1-2,2022-09-01,3
18,2.0,1,94.0,1,1,2,1,1,1,3,3,2,3,1,2.0,2.0,2.0,0.0,13,14,pandora,rock,16-20,1-2,2022-09-01,3
24,6.0,1,180.0,3,3,4,1,1,2,3,2,1,4,4,9.0,5.0,0.0,7.0,14,56,spotify,video game music,21-25,5-6,2022-09-01,3
34,0.0,0,115.0,2,1,3,1,1,1,2,1,1,4,1,3.0,7.0,8.0,0.0,14,57,spotify,rock,31-35,0-1,2022-09-01,1
49,1.0,0,128.0,3,1,1,4,1,4,1,4,4,3,1,4.0,5.0,9.0,1.0,14,59,spotify,pop,46-50,0-1,2022-09-01,3
33,4.0,1,112.0,2,2,2,2,1,4,2,3,1,4,4,1.0,0.0,7.0,0.0,15,1,i do not use a streaming service.,rock,31-35,3-4,2022-09-01,3
22,2.0,0,140.0,1,2,1,1,1,1,4,2,2,4,4,3.0,2.0,0.0,2.0,15,5,i do not use a streaming service.,metal,21-25,1-2,2022-09-01,2
38,3.0,1,143.0,2,1,1,1,1,1,4,1,1,3,1,1.0,6.0,1.0,2.0,15,21,spotify,metal,36-40,2-3,2022-09-01,3
23,4.0,0,72.0,2,1,2,4,1,3,2,4,3,3,2,8.0,10.0,4.0,0.0,15,24,youtube music,hip hop,21-25,3-4,2022-09-01,2
34,2.0,0,100.0,2,2,1,3,1,2,2,1,1,2,4,8.0,10.0,10.0,0.0,15,24,i do not use a streaming service.,video game music,31-35,1-2,2022-09-01,2
40,3.0,1,120.0,1,1,1,1,3,1,4,2,2,3,1,3.0,0.0,8.0,1.0,15,26,other streaming service,metal,36-40,2-3,2022-09-01,2
27,1.0,0,100.0,3,2,1,4,1,2,1,3,4,1,1,3.0,4.0,1.0,0.0,15,36,spotify,hip hop,26-30,0-1,2022-09-01,3
54,10.0,1,100.0,3,1,2,1,1,1,2,2,3,3,1,2.0,1.0,2.0,2.0,15,50,youtube music,rock,51-55,9-10,2022-09-01,3
16,10.0,0,105.0,2,1,4,2,1,1,4,3,2,4,1,0.0,0.0,0.0,0.0,16,0,spotify,rock,16-20,9-10,2022-09-01,2
23,10.0,1,119.0,2,3,3,2,1,3,2,3,1,3,4,8.0,8.0,5.0,0.0,16,6,i do not use a streaming service.,video game music,21-25,9-10,2022-09-01,3
35,4.0,0,100.0,1,1,2,1,1,1,3,3,1,3,2,1.0,1.0,1.0,0.0,16,11,spotify,country,31-35,3-4,2022-09-01,2
22,4.0,1,137.0,2,4,4,3,2,3,4,4,3,4,3,8.0,7.0,6.0,2.0,16,30,youtube music,folk,21-25,3-4,2022-09-01,3
41,3.0,0,178.0,4,1,2,1,1,1,4,2,1,3,4,6.0,5.0,4.0,0.0,16,35,spotify,metal,41-45,2-3,2022-09-01,2
18,2.0,1,133.0,4,2,4,2,2,1,1,1,2,4,1,5.0,4.0,6.0,2.0,16,38,spotify,rock,16-20,1-2,2022-09-01,3
28,1.0,0,72.0,2,1,2,2,1,3,2,3,1,3,1,3.0,1.0,0.0,2.0,16,38,spotify,rock,26-30,0-1,2022-09-01,2
22,6.0,1,100.0,2,3,4,3,2,3,3,3,2,4,3,4.0,8.0,2.0,2.0,16,43,spotify,country,21-25,5-6,2022-09-01,3
58,1.0,1,133.0,2,2,3,3,2,2,3,2,3,3,1,5.0,6.0,3.0,1.0,16,58,youtube music,rock,56-60,0-1,2022-09-01,3
58,1.0,1,80.0,3,1,2,2,2,1,1,2,1,1,1,0.0,0.0,2.0,1.0,17,0,youtube music,classical,56-60,0-1,2022-09-01,3
18,4.0,1,146.0,1,1,1,1,1,1,2,1,2,4,1,7.0,6.0,7.0,4.0,17,17,other streaming service,rock,16-20,3-4,2022-09-01,3
18,2.0,1,88.0,3,1,1,1,1,1,1,1,1,1,1,8.0,5.0,6.0,1.0,17,27,i do not use a streaming service.,country,16-20,1-2,2022-09-01,3
60,2.0,1,132.0,3,1,3,1,2,1,2,3,3,4,2,4.0,4.0,2.0,0.0,17,33,youtube music,rock,56-60,1-2,2022-09-01,3
15,2.0,1,102.0,2,3,1,2,1,1,1,4,3,3,4,9.0,8.0,10.0,9.0,17,48,spotify,pop,11-15,1-2,2022-09-01,3
18,6.0,1,91.0,4,4,2,4,3,4,3,4,4,3,4,5.0,5.0,7.0,0.0,17,51,youtube music,edm,16-20,5-6,2022-09-01,3
58,3.0,1,127.0,3,3,2,4,3,4,1,2,4,3,1,4.0,6.0,8.0,1.0,18,2,other streaming service,hip hop,56-60,2-3,2022-09-01,3
28,1.0,1,82.0,3,2,2,3,3,4,2,3,3,3,3,4.0,8.0,5.0,0.0,18,10,other streaming service,lofi,26-30,0-1,2022-09-01,3
22,4.0,1,141.0,2,1,3,2,1,4,2,3,2,4,1,9.0,10.0,6.0,7.0,18,11,spotify,lofi,21-25,3-4,2022-09-01,3
49,0.5,0,114.0,4,2,3,3,2,1,2,3,1,2,2,3.0,2.0,2.0,2.0,18,38,youtube music,classical,46-50,0-1,2022-09-01,3
20,8.0,1,148.0,1,2,3,1,1,2,3,2,3,4,3,6.0,2.0,2.0,1.0,19,8,youtube music,rock,16-20,7-8,2022-09-01,3
55,15.0,1,156.0,2,1,4,1,2,1,1,2,1,4,1,2.0,0.0,3.0,0.0,19,9,youtube music,rock,51-55,14-15,2022-09-01,2
48,1.5,1,185.0,2,2,1,1,1,1,3,1,2,2,2,10.0,8.0,0.0,4.0,19,36,spotify,metal,46-50,1-2,2022-09-01,3
14,2.0,1,114.0,3,2,1,3,1,3,1,2,2,1,2,4.0,4.0,2.0,2.0,19,39,spotify,k pop,11-15,1-2,2022-09-01,3
18,3.0,1,120.0,3,3,2,4,4,3,2,4,4,3,3,7.0,8.0,6.0,2.0,19,39,spotify,pop,16-20,2-3,2022-09-01,3
25,1.0,1,80.0,4,2,2,3,1,2,4,4,2,3,3,7.0,6.0,5.0,5.0,19,44,spotify,pop,21-25,0-1,2022-09-01,3
18,0.25,1,100.0,3,1,2,1,3,1,1,2,2,2,1,1.0,0.0,0.0,0.0,20,2,i do not use a streaming service.,gospel,16-20,0-1,2022-09-01,3
60,1.0,0,100.0,3,1,1,2,1,1,1,1,1,2,1,6.0,2.0,8.0,0.0,20,36,youtube music,gospel,56-60,0-1,2022-09-01,3
18,1.0,1,116.0,2,3,3,2,1,1,3,1,2,3,4,4.0,5.0,7.0,0.0,21,5,i do not use a streaming service.,video game music,16-20,0-1,2022-09-01,2
19,5.0,1,99.0,2,3,2,4,4,1,2,3,3,2,3,10.0,7.0,0.0,0.0,21,7,spotify,hip hop,16-20,4-5,2022-09-01,3
18,1.0,0,129.0,2,1,3,1,3,1,1,4,3,3,1,4.0,2.0,1.0,0.0,21,14,i do not use a streaming service.,pop,16-20,0-1,2022-09-01,3
36,1.0,1,131.0,3,1,1,4,1,1,1,4,3,3,1,7.0,6.0,2.0,3.0,21,24,pandora,hip hop,36-40,0-1,2022-09-01,3
14,7.0,1,95.0,1,1,1,3,1,4,1,4,1,1,2,3.0,2.0,8.0,0.0,22,38,spotify,lofi,11-15,6-7,2022-09-01,3
20,3.0,0,80.0,4,2,3,4,3,2,2,3,3,4,2,10.0,7.0,4.0,3.0,23,11,spotify,hip hop,16-20,2-3,2022-09-01,3
15,3.0,1,100.0,2,2,1,4,1,1,1,2,3,3,4,4.0,0.0,0.0,0.0,0,8,spotify,k pop,11-15,2-3,2022-09-02,2
19,7.0,1,128.0,3,1,2,1,1,1,2,1,1,4,3,7.0,7.0,0.0,0.0,0,20,i do not use a streaming service.,rock,16-20,6-7,2022-09-02,3
29,8.0,1,140.0,2,4,3,3,1,2,3,1,1,4,4,6.0,7.0,4.0,1.0,0,32,spotify,edm,26-30,7-8,2022-09-02,3
24,2.0,1,159.0,1,4,3,1,1,2,4,2,1,3,2,7.0,6.0,2.0,7.0,1,3,spotify,metal,21-25,1-2,2022-09-02,3
18,2.0,1,104.0,2,2,2,4,3,2,3,4,4,4,1,6.0,5.0,8.0,0.0,1,59,apple music,pop,16-20,1-2,2022-09-02,3
21,2.0,1,97.0,3,1,3,2,1,2,1,4,2,4,2,10.0,10.0,2.0,3.0,2,19,spotify,rock,21-25,1-2,2022-09-02,3
19,2.0,1,80.0,2,2,1,3,1,3,1,3,4,3,3,7.0,6.0,5.0,1.0,3,6,spotify,k pop,16-20,1-2,2022-09-02,3
25,4.0,0,134.0,3,1,2,1,4,1,1,4,3,1,4,3.0,0.0,0.0,0.0,3,27,spotify,video game music,21-25,3-4,2022-09-02,3
28,8.0,1,100.0,2,2,3,3,2,4,2,4,3,4,3,8.0,2.0,1.0,0.0,3,32,spotify,rock,26-30,7-8,2022-09-02,2
27,4.0,1,135.0,2,1,1,3,1,3,1,2,1,2,2,7.0,6.0,6.0,5.0,3,36,other streaming service,rap,26-30,3-4,2022-09-02,3
60,1.0,0,129.0,3,1,3,1,1,1,1,2,2,3,1,3.0,2.0,5.0,0.0,4,6,spotify,rock,56-60,0-1,2022-09-02,2
25,5.0,0,100.0,2,1,2,1,1,1,4,3,1,3,2,8.0,2.0,1.0,0.0,4,56,youtube music,metal,21-25,4-5,2022-09-02,3
60,2.0,1,100.0,2,1,1,1,1,1,3,2,3,4,1,7.0,7.0,2.0,4.0,4,56,other streaming service,rock,56-60,1-2,2022-09-02,3
43,1.0,0,110.0,1,1,1,2,1,1,1,3,1,2,1,5.0,1.0,1.0,1.0,5,21,other streaming service,country,41-45,0-1,2022-09-02,3
51,5.0,1,180.0,3,1,3,1,1,1,3,2,2,4,2,1.0,2.0,1.0,0.0,5,40,i do not use a streaming service.,rock,51-55,4-5,2022-09-02,2
18,8.0,1,70.0,3,2,2,1,2,2,1,3,2,3,1,2.0,1.0,2.0,2.0,5,49,youtube music,rock,16-20,7-8,2022-09-02,3
18,2.0,1,100.0,4,2,4,2,2,2,1,4,2,2,1,5.0,2.0,4.0,0.0,6,20,youtube music,classical,16-20,1-2,2022-09-02,3
22,2.0,1,100.0,3,3,3,3,1,4,2,4,2,3,2,7.0,2.0,1.0,0.0,6,41,spotify,pop,21-25,1-2,2022-09-02,3
24,1.0,1,103.0,3,4,4,3,2,4,2,3,2,4,4,10.0,2.0,7.0,8.0,7,13,youtube music,folk,21-25,0-1,2022-09-02,3
19,8.0,1,99.0,2,3,4,4,3,2,2,4,1,4,2,7.0,2.0,1.0,6.0,7,13,spotify,pop,16-20,7-8,2022-09-02,3
56,8.0,1,117.0,3,2,3,3,2,2,3,3,3,3,1,6.0,4.0,1.0,0.0,7,29,apple music,pop,56-60,7-8,2022-09-02,3
20,1.0,0,102.0,2,4,1,3,2,4,2,4,1,1,1,5.0,9.0,6.0,1.0,7,53,spotify,edm,16-20,0-1,2022-09-02,3
19,1.0,1,127.0,4,1,2,3,2,4,1,3,3,2,4,7.0,5.0,7.0,0.0,8,5,i do not use a streaming service.,video game music,16-20,0-1,2022-09-02,3
20,8.0,1,93.0,2,2,4,3,3,4,1,3,2,3,2,7.0,6.0,7.0,4.0,8,6,spotify,jazz,16-20,7-8,2022-09-02,3
60,2.0,1,100.0,2,1,2,1,1,1,2,3,3,4,1,0.0,0.0,0.0,0.0,9,15,spotify,rock,56-60,1-2,2022-09-02,3
